Scenario,Epochs,MSE_V,MSE_N,Total_MSE,RMSE_V,RMSE_N,RMSPE_V,RMSPE_N,MAPE_V,MAPE_N,MAE_V,MAE_N,R2_V,R2_N,MAXERR_V,MAXERR_N,Training_Time_Sec,FLOPs,Params,Model
hopf,5000,34.77025609515819,0.003278322016878,34.773534417175064,5.8966309105419,0.0572566329509346,1315803.715974932,23469.627382646075,2402399.5073421253,42864.15336532401,3.744261503638724,0.0315705183212257,0.9477248510459018,0.8277045094756826,17.44107098617721,0.2306960959581458,36.43069820801611,33152.0,33538.0,PINN
hopf,10000,7.201715324091871,0.0004336201811925,7.2021489442730635,2.683601185737529,0.0208235487175579,386620.3191497503,18474.354519193406,705903.822562011,33737.23693528373,1.6159378646063882,0.0139289483942685,0.9891726209820946,0.9772106579417252,9.833954444514912,0.0795932541417826,73.6882023329963,33152.0,33538.0,PINN
hopf,20000,0.3057236187249073,4.814082576899542e-05,0.30577175955067626,0.5529227963512694,0.00693835901125,132527.32490733307,26140.1125076678,241962.69257297023,47727.39147681522,0.2712793841664193,0.0042563036571909,0.9995403615186528,0.9974699107813656,3.30289241535295,0.0357614473421786,145.74372833399684,33152.0,33538.0,PINN
snlc,1000,217.78799887012772,0.0083940187051476,217.79639288883288,14.757642049803476,0.0916188774497247,450936.76330101787,15012.646978072542,823407.160523098,27580.982408950884,8.914931476514386,0.0424510891524691,0.4047065891847898,0.355468446032986,55.64602051654934,0.3968819376734799,8.091018165985588,33152.0,33538.0,PINN
snlc,2000,123.55335253325596,0.007036604310274,123.56038913756623,11.115455570207455,0.0838844700184369,2893655.528065028,117953.7352402536,5283144.838832234,215580.79309979445,6.967260709684822,0.0473576883545964,0.6622839778649329,0.4596969973428082,45.25414117932564,0.3307959219497832,15.283939375018235,33152.0,33538.0,PINN
snlc,5000,1.6017385048928634,0.0004896393411925,1.6022281442340558,1.265598081893641,0.0221277956695313,620935.4957888013,34472.29559091048,1133676.703151489,62993.93032506945,0.4371127724881309,0.0099236944053776,0.9956218690526638,0.9624032282333764,10.692953424454831,0.1796660873417265,37.68637333301013,33152.0,33538.0,PINN
snlc,10000,2.2058082880318497,0.0005016841845483,2.206309972216398,1.485196380291795,0.0223983076268791,171171.73298960103,26752.64485747511,312527.24782038806,48876.48111514592,0.5697560665423893,0.0081817374170454,0.9939707277434972,0.9614783694883474,10.935287790299558,0.1673766973738081,76.20877262498834,33152.0,33538.0,PINN
snlc,20000,2.1000273678614905,0.0002666211519437,2.100293989013434,1.4491471173975023,0.0163285379609993,313824.4111336813,9442.450026992963,572976.0685903105,17269.347855412052,0.5250402976774825,0.0060234866071754,0.9942598652767592,0.9795275956107382,12.022537109132228,0.1247636214814525,162.77194816700649,33152.0,33538.0,PINN
homoclinic,1000,13.21583929701582,0.0023375184600732,13.218176815475895,3.635359582904533,0.04834788992369,17698712.420815468,363072.14891613583,32313362.091086164,662893.2005286443,2.080138438528796,0.0279154346999764,0.5072280173889795,0.4525639946667597,16.87145509482515,0.2039368494261414,8.152424833009718,33152.0,33538.0,PINN
homoclinic,2000,11.766599291641755,0.0025183688943917,11.769117660536146,3.4302477012078527,0.0501833527615657,2100003.3434491265,329090.49405843794,3834142.8605601834,600851.6902522361,2.166923610971496,0.0353112928378808,0.5612650599617232,0.410209659923667,14.528362444650057,0.1811857213953604,14.604361667006742,33152.0,33538.0,PINN
homoclinic,5000,5.8260373550429785,0.0010064420992665,5.827043797142245,2.413718574118155,0.0317244716152457,324395.5837602664,82652.53714541299,592331.4963686228,150909.5132719861,1.3370220599245175,0.0184886252754352,0.782767638612354,0.7642959181574092,9.544770008497828,0.124662464263816,38.4342293330119,33152.0,33538.0,PINN
homoclinic,10000,2.2688055553916326,0.0004432798847231,2.269248835276356,1.5062554748088497,0.0210542129922518,466855.6729236005,72103.1494758569,852403.1364573563,131646.45355756496,0.8589476823236823,0.0127227432257334,0.915404251931114,0.8961859024934536,6.931625186520519,0.0869119370618537,76.3203322920017,33152.0,33538.0,PINN
homoclinic,20000,0.4667270630887442,8.257747425193738e-05,0.4668096405629961,0.6831742552883153,0.0090872148787148,41741.24351644936,19876.65396626405,76218.94156198729,36291.640524611816,0.4037531044401425,0.0057983598954268,0.9825973958181836,0.9806607376980576,2.9323099757578115,0.0351287948368899,146.9393073329993,33152.0,33538.0,PINN
