t,V,N
0.0,0.0,0.0
0.10003334444814939,0.9429496727873803,0.005037970950680767
0.20006668889629878,1.9101379514864871,0.010361420732042487
0.3001000333444482,2.8991227952695837,0.016000311185011218
0.40013337779259756,3.9067444794696216,0.021983926354998407
0.500166722240747,4.929135997905643,0.02834014201306324
0.6002000666888964,5.961728930831876,0.035094369046824656
0.7002334111370457,6.9993927365864455,0.04226787545130198
0.8002667555851951,8.03652965360731,0.049876861774795916
0.9003001000333445,9.067188760738922,0.057931690343974926
1.000333444481494,10.085210232658104,0.06643556871986593
1.1003667889296433,11.08450014842055,0.07538430221332018
1.2004001333777927,12.059113639749292,0.08476617689443455
1.300433477825942,13.003344816530317,0.09456223598958372
1.4004668222740915,13.911926206431414,0.10474651545750897
1.5005001667222408,14.780101321959808,0.11528764684287639
1.6005335111703902,15.603680676040144,0.1261496501785515
1.7005668556185396,16.379054157473774,0.1372925113332409
1.800600200066689,17.103244691569806,0.14867378107358759
1.9006335445148383,17.773875515917144,0.16024973030842243
2.000666888962988,18.38915332554089,0.17197623910684998
2.1007002334111373,18.94785075766458,0.18380913627017956
2.2007335778592867,19.449271818030684,0.19570519870461867
2.300766922307436,19.893191059084216,0.2076226430343014
2.4008002667555854,20.27980520147578,0.2195215490738283
2.500833611203735,20.609717970785674,0.23136391503272596
2.600866955651884,20.883883271035558,0.24311396584249245
2.7009003001000336,21.103560564066896,0.25473824749099
2.800933644548183,21.270247227846127,0.2662056972175444
2.9009669889963323,21.385673551901807,0.27748764459770636
3.0010003334444817,21.451758312733663,0.2885577268381547
3.101033677892631,21.47058513022548,0.29939189065287286
3.2010670223407804,21.4443358057443,0.30996821804397484
3.30110036678893,21.375272977617453,0.3202668797077566
3.401133711237079,21.265732121173773,0.3302700862975266
3.5011670556852286,21.118089882592145,0.33996189233598945
3.601200400133378,20.93474475260063,0.34932813664334017
3.7012337445815273,20.718073777351993,0.35835622289400043
3.8012670890296767,20.470430016698323,0.367035105316098
3.901300433477826,20.1941347515086,0.3753552054063437
4.001333777925976,19.891468101018777,0.38330828138198
4.101367122374125,19.56464742496588,0.390887340697934
4.201400466822275,19.215808483722824,0.39808651343375917
4.301433811270424,18.847005333247083,0.4049010512099464
4.401467155718573,18.460210136900905,0.4113272665949555
4.501500500166722,18.05731479634055,0.4173624944865387
4.601533844614872,17.640113699941182,0.4230050115474054
4.701567189063021,17.210298652381173,0.4282539905698904
4.801600533511171,16.769459067279808,0.43310949917155334
4.90163387795932,16.319090876942525,0.43757247521971754
5.00166722240747,15.860598721979542,0.4416447235756567
5.101700566855619,15.395287832508924,0.44532884245491894
5.201733911303768,14.924364138870464,0.4486282050389473
5.301767255751917,14.448935310051255,0.45154695507562537
5.401800600200067,13.970025408903378,0.45408997668304607
5.501833944648216,13.488574403932315,0.4562628833158732
5.601867289096366,13.00543814515114,0.4580719254902962
5.701900633544515,12.521389582440914,0.45952397782126336
5.801933977992665,12.037121354770633,0.46062652363722606
